round,client_id,step,loss
1,0,0,3.128213882446289
1,0,1,2.553305149078369
1,0,2,2.229182481765747
1,0,3,1.8578218221664429
1,0,4,1.491719126701355
1,0,5,1.10984468460083
1,0,6,0.9808072447776794
1,0,7,0.814311146736145
1,0,8,0.7343023419380188
1,0,9,0.7544878721237183
1,0,10,0.7046562433242798
1,0,11,0.6737738251686096
1,0,12,0.7005904316902161
1,0,13,0.7864261865615845
1,0,14,0.8178631067276001
1,0,15,0.7636011242866516
1,0,16,0.7425609230995178
1,0,17,0.7156733274459839
1,0,18,0.7325485944747925
1,0,19,0.7843672633171082
1,0,20,0.9432658553123474
1,0,21,0.6598918437957764
1,0,22,0.675576388835907
1,0,23,0.6420861482620239
1,0,24,0.7939603924751282
1,0,25,0.791128933429718
1,0,26,0.6020047664642334
1,0,27,0.698490560054779
1,0,28,0.7321438193321228
1,0,29,0.7600890398025513
1,0,30,0.7252837419509888
1,0,31,0.7275041341781616
1,0,32,0.6460462808609009
1,0,33,0.7206453680992126
1,0,34,0.6448135375976562
1,0,35,0.8023264408111572
1,0,36,0.6179889440536499
1,0,37,0.6735649704933167
1,0,38,0.7559868097305298
1,0,39,0.572509229183197
1,0,40,0.6125771403312683
1,0,41,0.8424135446548462
1,0,42,0.8070104122161865
1,0,43,0.7489024996757507
1,0,44,0.665031909942627
1,0,45,0.5591662526130676
1,0,46,0.7060006856918335
1,0,47,0.6585817337036133
1,0,48,0.7020024061203003
1,0,49,0.5162380933761597
1,0,50,0.6020566821098328
1,0,51,0.8789255619049072
1,0,52,0.6892327666282654
1,0,53,0.825306236743927
1,0,54,0.5602652430534363
1,0,55,0.6031824350357056
1,0,56,0.7591529488563538
1,0,57,0.7279653549194336
1,0,58,0.7482367157936096
1,0,59,0.5826826691627502
1,0,60,0.8037863969802856
1,0,61,0.8467046618461609
1,0,62,0.66429603099823
1,0,63,0.7364745140075684
1,0,64,0.7531054615974426
1,0,65,0.7021277546882629
1,0,66,0.6470533013343811
1,0,67,0.6348809003829956
1,0,68,0.7174985408782959
1,0,69,0.7613502740859985
1,0,70,0.7110252976417542
1,0,71,0.7138250470161438
1,0,72,0.7366887927055359
1,0,73,0.6635637879371643
1,0,74,0.7839436531066895
1,0,75,0.7102608680725098
1,0,76,0.7313975691795349
1,0,77,0.6949704885482788
1,0,78,0.6363668441772461
1,0,79,0.6750757694244385
1,0,80,0.7575417757034302
1,0,81,0.7029663324356079
1,0,82,0.7560731768608093
1,0,83,0.6854076385498047
1,0,84,0.6774390935897827
1,0,85,0.6400479078292847
1,0,86,0.6838684678077698
1,0,87,0.7110360860824585
1,0,88,0.7539269924163818
1,0,89,0.6028910279273987
1,0,90,0.6458085179328918
1,0,91,0.9286631941795349
1,0,92,0.476630836725235
1,0,93,0.6885037422180176
1,0,94,1.1192619800567627
1,0,95,0.6257761716842651
1,0,96,0.5201833248138428
1,0,97,0.7328549027442932
1,0,98,0.6747324466705322
1,0,99,0.6694312691688538
1,0,100,0.7348257303237915
1,0,101,0.7710583209991455
1,0,102,0.6533323526382446
1,0,103,0.7057241797447205
1,0,104,0.5472533702850342
1,0,105,0.7309100031852722
1,0,106,0.6481672525405884
1,0,107,0.5890818238258362
1,0,108,0.7465998530387878
1,0,109,0.6670475602149963
1,0,110,0.74288010597229
1,0,111,0.8039618134498596
1,0,112,0.5405367612838745
1,0,113,0.5909537672996521
1,0,114,0.7673181295394897
1,0,115,0.6909087300300598
1,0,116,0.7729225754737854
1,0,117,0.7801911234855652
1,0,118,0.6180789470672607
1,0,119,0.7736040353775024
1,0,120,0.7423355579376221
1,0,121,0.6528322100639343
1,0,122,0.7202278971672058
1,0,123,0.7435500621795654
1,0,124,0.7273423671722412
1,0,125,0.7188905477523804
1,0,126,0.6453933715820312
1,0,127,0.7510520815849304
1,0,128,0.7087143659591675
1,0,129,0.6902079582214355
1,0,130,0.7493541240692139
1,0,131,0.7166655659675598
1,0,132,0.6322462558746338
1,0,133,0.682906448841095
1,0,134,0.7822420597076416
1,0,135,0.6764434576034546
1,0,136,0.652847409248352
1,0,137,0.7609658241271973
1,0,138,0.6300619840621948
1,0,139,0.6940817832946777
1,0,140,0.6758098602294922
1,0,141,0.8610386848449707
1,0,142,0.7479538917541504
1,0,143,0.7099232077598572
1,0,144,0.7486280202865601
1,0,145,0.6916180849075317
1,0,146,0.7066643238067627
1,0,147,0.7636427879333496
1,0,148,0.6820206046104431
1,0,149,0.7154672741889954
1,0,150,0.702440619468689
1,0,151,0.7215250730514526
1,0,152,0.7061679363250732
1,0,153,0.7288140654563904
1,0,154,0.6593184471130371
1,0,155,0.7270007729530334
1,0,156,0.7127174139022827
1,0,157,0.6850071549415588
1,0,158,0.6989294290542603
1,0,159,0.7072542309761047
1,0,160,0.6661404371261597
1,0,161,0.6902652978897095
1,0,162,0.7097764015197754
1,0,163,0.7008765339851379
1,0,164,0.692634642124176
1,0,165,0.7363078594207764
1,0,166,0.7251009941101074
1,0,167,0.715370237827301
1,0,168,0.6619411110877991
1,0,169,0.7196924686431885
1,0,170,0.7714137434959412
1,0,171,0.6426518559455872
1,0,172,0.6613593697547913
1,0,173,0.7394464612007141
1,0,174,0.7889741659164429
1,0,175,0.6396881341934204
1,0,176,0.7008295655250549
1,0,177,0.7194833755493164
1,0,178,0.695937991142273
1,0,179,0.7469618320465088
1,0,180,0.6902157068252563
1,0,181,0.706670880317688
1,0,182,0.7066187262535095
1,0,183,0.7042344808578491
1,0,184,0.7488808631896973
1,0,185,0.6948426961898804
1,0,186,0.6957005262374878
1,0,187,0.6889642477035522
1,0,188,0.7235527038574219
1,0,189,0.7265225648880005
1,0,190,0.7013944387435913
1,0,191,0.6858170628547668
1,0,192,0.6853679418563843
1,0,193,0.6822353601455688
1,0,194,0.6661090850830078
1,0,195,0.7244786024093628
1,0,196,0.6903015375137329
1,0,197,0.7095117568969727
1,0,198,0.667670726776123
1,0,199,0.7484422922134399
1,0,200,0.7081077694892883
1,0,201,0.7010742425918579
1,0,202,0.7218762636184692
1,0,203,0.7124613523483276
1,0,204,0.6965901851654053
1,0,205,0.6576984524726868
1,0,206,0.6714702844619751
1,0,207,0.6448671221733093
1,0,208,0.6688697338104248
1,0,209,0.6892040371894836
1,0,210,0.7121332287788391
1,0,211,0.676500678062439
1,0,212,0.7940621972084045
1,0,213,0.7766585350036621
1,0,214,0.7089438438415527
1,0,215,0.7550783753395081
1,0,216,0.6587516069412231
1,0,217,0.700558066368103
1,0,218,0.660022497177124
1,0,219,0.6409803628921509
1,0,220,0.6105915307998657
1,0,221,0.6511166095733643
1,0,222,0.695658802986145
1,0,223,0.7208141684532166
1,0,224,0.7695456743240356
1,0,225,0.6834271550178528
1,0,226,0.7202789783477783
1,0,227,0.6809338331222534
1,0,228,0.683447003364563
1,0,229,0.6789028644561768
1,0,230,0.651544451713562
1,0,231,0.7580959796905518
1,0,232,0.6254299283027649
1,0,233,0.728432297706604
1,0,234,0.796520471572876
1,0,235,0.7047279477119446
1,0,236,0.6043281555175781
1,0,237,0.7100231051445007
1,0,238,0.7853046655654907
1,0,239,0.6895550489425659
1,0,240,0.7653345465660095
1,0,241,0.7172703742980957
1,0,242,0.6777641773223877
1,0,243,0.6858103275299072
1,0,244,0.6771178841590881
1,0,245,0.739500105381012
1,0,246,0.7428232431411743
1,0,247,0.7161548137664795
1,0,248,0.7500804662704468
1,0,249,0.6890557408332825
1,0,250,0.7209699153900146
1,0,251,0.69673091173172
1,0,252,0.7128838896751404
1,0,253,0.7128010988235474
1,0,254,0.694776177406311
1,0,255,0.7088974714279175
1,0,256,0.7233209609985352
1,0,257,0.6651443839073181
1,0,258,0.6544458866119385
1,0,259,0.7158702611923218
1,0,260,0.7087526917457581
1,0,261,0.6603971719741821
1,0,262,0.7180116176605225
1,0,263,0.6893135905265808
1,0,264,0.7127218842506409
1,0,265,0.640045702457428
1,0,266,0.7404694557189941
1,0,267,0.7504624724388123
1,0,268,0.7539534568786621
1,0,269,0.7977082133293152
1,0,270,0.6864436268806458
1,0,271,0.7598639130592346
1,0,272,0.6435858011245728
1,0,273,0.6704391241073608
1,0,274,0.7062522172927856
1,0,275,0.7459915280342102
1,0,276,0.7136235237121582
1,0,277,0.7026904225349426
1,0,278,0.6878637075424194
1,0,279,0.7440364360809326
1,0,280,0.711654543876648
1,0,281,0.6900520324707031
1,0,282,0.6571207046508789
1,0,283,0.6839267015457153
1,0,284,0.6712284684181213
1,0,285,0.7233353853225708
1,0,286,0.7265710830688477
1,0,287,0.7064385414123535
1,0,288,0.6923402547836304
1,0,289,0.7111350297927856
1,0,290,0.7038989067077637
1,0,291,0.7273800373077393
1,0,292,0.6913069486618042
1,0,293,0.7135016918182373
1,0,294,0.7082341909408569
1,0,295,0.7015290260314941
1,0,296,0.7012805938720703
1,0,297,0.6939289569854736
1,0,298,0.7020102739334106
1,0,299,0.690785825252533
1,1,0,2.8025858402252197
1,1,1,2.6858222484588623
1,1,2,2.1705996990203857
1,1,3,1.7731462717056274
1,1,4,1.4227275848388672
1,1,5,1.1987700462341309
1,1,6,0.9221524000167847
1,1,7,0.8010804653167725
1,1,8,0.7344895601272583
1,1,9,0.7577163577079773
1,1,10,0.8395864963531494
1,1,11,0.7825697660446167
1,1,12,0.8113484382629395
1,1,13,0.7138000130653381
1,1,14,0.6558738946914673
1,1,15,0.7399947643280029
1,1,16,0.6932395100593567
1,1,17,0.6323856115341187
1,1,18,0.9114903211593628
1,1,19,0.6609194278717041
1,1,20,0.7702462673187256
1,1,21,0.605217456817627
1,1,22,0.7081992030143738
1,1,23,0.7012356519699097
1,1,24,0.6156877279281616
1,1,25,0.7677426934242249
1,1,26,0.8197481036186218
1,1,27,0.6831192970275879
1,1,28,0.7501583099365234
1,1,29,0.7287455797195435
1,1,30,0.5888615846633911
1,1,31,0.6558465957641602
1,1,32,0.6735308170318604
1,1,33,0.7430197596549988
1,1,34,0.6007505059242249
1,1,35,0.7252994775772095
1,1,36,0.6577562093734741
1,1,37,0.6768226623535156
1,1,38,0.6526360511779785
1,1,39,0.8988327383995056
1,1,40,0.7040723562240601
1,1,41,0.6133652925491333
1,1,42,0.7958985567092896
1,1,43,0.6879248023033142
1,1,44,0.6340001225471497
1,1,45,0.6199584007263184
1,1,46,0.6445898413658142
1,1,47,0.7383414506912231
1,1,48,0.7014511823654175
1,1,49,0.8094764947891235
1,1,50,0.6320974826812744
1,1,51,0.6914830803871155
1,1,52,0.7948645353317261
1,1,53,0.6330582499504089
1,1,54,0.7359750270843506
1,1,55,0.71586012840271
1,1,56,0.6792643666267395
1,1,57,0.6862406134605408
1,1,58,0.6530435085296631
1,1,59,0.7070289254188538
1,1,60,0.7003212571144104
1,1,61,0.6574820876121521
1,1,62,0.6559221744537354
1,1,63,0.7049498558044434
1,1,64,0.6828113794326782
1,1,65,0.6748046875
1,1,66,0.5937677621841431
1,1,67,0.7771282196044922
1,1,68,0.6781112551689148
1,1,69,0.7531619071960449
1,1,70,0.7255209684371948
1,1,71,0.7467504739761353
1,1,72,0.7575771808624268
1,1,73,0.6862050294876099
1,1,74,0.8124299645423889
1,1,75,0.6656237840652466
1,1,76,0.6512531042098999
1,1,77,0.616852879524231
1,1,78,0.7525486350059509
1,1,79,0.7055418491363525
1,1,80,0.6482285261154175
1,1,81,0.6843306422233582
1,1,82,0.8000335097312927
1,1,83,0.7123984098434448
1,1,84,0.6986360549926758
1,1,85,0.7034784555435181
1,1,86,0.6771081686019897
1,1,87,0.7107439041137695
1,1,88,0.7272073030471802
1,1,89,0.7340737581253052
1,1,90,0.7228156924247742
1,1,91,0.6734871864318848
1,1,92,0.7040061950683594
1,1,93,0.6805192232131958
1,1,94,0.681588888168335
1,1,95,0.7423019409179688
1,1,96,0.6999988555908203
1,1,97,0.7270764112472534
1,1,98,0.6896986961364746
1,1,99,0.6873539686203003
1,1,100,0.6527307629585266
1,1,101,0.6720921993255615
1,1,102,0.7083344459533691
1,1,103,0.6929319500923157
1,1,104,0.712412416934967
1,1,105,0.7336117625236511
1,1,106,0.7072798013687134
1,1,107,0.7385358810424805
1,1,108,0.707636833190918
1,1,109,0.6967507600784302
1,1,110,0.6521694660186768
1,1,111,0.6361393332481384
1,1,112,0.6241737008094788
1,1,113,0.688119113445282
1,1,114,0.6892548203468323
1,1,115,0.8044885396957397
1,1,116,0.7850675582885742
1,1,117,0.6896504759788513
1,1,118,0.7226219177246094
1,1,119,0.7605690956115723
1,1,120,0.6543728113174438
1,1,121,0.658768355846405
1,1,122,0.7088038325309753
1,1,123,0.7619677782058716
1,1,124,0.6961908340454102
1,1,125,0.7585415840148926
1,1,126,0.6450019478797913
1,1,127,0.6078730225563049
1,1,128,0.6877588629722595
1,1,129,0.6947746276855469
1,1,130,0.6936520338058472
1,1,131,0.6132193207740784
1,1,132,0.6656683683395386
1,1,133,0.7828643321990967
1,1,134,0.6268179416656494
1,1,135,0.8269335627555847
1,1,136,0.594846248626709
1,1,137,0.7130916118621826
1,1,138,0.6300144195556641
1,1,139,0.8107929229736328
1,1,140,0.8115435838699341
1,1,141,0.7122437953948975
1,1,142,0.6532939672470093
1,1,143,0.6215571165084839
1,1,144,0.6581627130508423
1,1,145,0.6364251971244812
1,1,146,0.7000750303268433
1,1,147,0.6113484501838684
1,1,148,0.6759227514266968
1,1,149,0.7095994353294373
1,1,150,0.6658051609992981
1,1,151,0.6478819847106934
1,1,152,0.6301440000534058
1,1,153,0.7331543564796448
1,1,154,0.7468013167381287
1,1,155,0.7517620325088501
1,1,156,0.6113786697387695
1,1,157,0.6376838684082031
1,1,158,0.6667782068252563
1,1,159,0.6654950976371765
1,1,160,0.6185266375541687
1,1,161,0.6897397637367249
1,1,162,0.6489128470420837
1,1,163,0.7246565818786621
1,1,164,0.6950368285179138
1,1,165,0.7860323190689087
1,1,166,0.6993734240531921
1,1,167,0.7166990041732788
1,1,168,0.6304100751876831
1,1,169,0.6014609336853027
1,1,170,0.8181746006011963
1,1,171,0.7018582820892334
1,1,172,0.6658240556716919
1,1,173,0.6234336495399475
1,1,174,0.7131860256195068
1,1,175,0.7616156339645386
1,1,176,0.6074343323707581
1,1,177,0.6866840124130249
1,1,178,0.7535496354103088
1,1,179,0.7399544715881348
1,1,180,0.7060291767120361
1,1,181,0.7226510047912598
1,1,182,0.627141535282135
1,1,183,0.7004292607307434
1,1,184,0.5911058187484741
1,1,185,0.7798070907592773
1,1,186,0.7102309465408325
1,1,187,0.6574811935424805
1,1,188,0.73606276512146
1,1,189,0.7816649675369263
1,1,190,0.766373872756958
1,1,191,0.7195041179656982
1,1,192,0.6646279096603394
1,1,193,0.7234319448471069
1,1,194,0.7076236009597778
1,1,195,0.6866214871406555
1,1,196,0.7250677943229675
1,1,197,0.6849747896194458
1,1,198,0.652368426322937
1,1,199,0.6490046977996826
1,1,200,0.7003427743911743
1,1,201,0.6470260620117188
1,1,202,0.6092655658721924
1,1,203,0.7295759916305542
1,1,204,0.6490748524665833
1,1,205,0.7073294520378113
1,1,206,0.6357508897781372
1,1,207,0.7747747898101807
1,1,208,0.8843181133270264
1,1,209,0.6524807810783386
1,1,210,0.6143710613250732
1,1,211,0.7235492467880249
1,1,212,0.6262548565864563
1,1,213,0.921513557434082
1,1,214,0.7369075417518616
1,1,215,0.8000646233558655
1,1,216,0.7287706136703491
1,1,217,0.8066349029541016
1,1,218,0.7291789054870605
1,1,219,0.747900128364563
1,1,220,0.6988779306411743
1,1,221,0.7347092628479004
1,1,222,0.6857250928878784
1,1,223,0.6880072951316833
1,1,224,0.6840347647666931
1,1,225,0.698576807975769
1,1,226,0.7138248085975647
1,1,227,0.6907227635383606
1,1,228,0.691598653793335
1,1,229,0.7079628705978394
1,1,230,0.6703783273696899
1,1,231,0.7149273157119751
1,1,232,0.6885404586791992
1,1,233,0.6878774762153625
1,1,234,0.7619099617004395
1,1,235,0.726244330406189
1,1,236,0.6474606990814209
1,1,237,0.6322513222694397
1,1,238,0.7449048757553101
1,1,239,0.6953543424606323
1,1,240,0.6969490051269531
1,1,241,0.6970213651657104
1,1,242,0.7165924906730652
1,1,243,0.6803752779960632
1,1,244,0.8077384233474731
1,1,245,0.685542106628418
1,1,246,0.680558443069458
1,1,247,0.7636682391166687
1,1,248,0.66059410572052
1,1,249,0.7568491101264954
1,1,250,0.684280276298523
1,1,251,0.7224128246307373
1,1,252,0.7019345760345459
1,1,253,0.6592763066291809
1,1,254,0.6778398752212524
1,1,255,0.6914234161376953
1,1,256,0.7090264558792114
1,1,257,0.6782588362693787
1,1,258,0.6957947015762329
1,1,259,0.7190801501274109
1,1,260,0.6916309595108032
1,1,261,0.6971831321716309
1,1,262,0.6980904340744019
1,1,263,0.7104382514953613
1,1,264,0.6896567940711975
1,1,265,0.7465563416481018
1,1,266,0.7051243782043457
1,1,267,0.6887792348861694
1,1,268,0.7067947387695312
1,1,269,0.6881799101829529
1,1,270,0.6921045780181885
1,1,271,0.7021268606185913
1,1,272,0.6853100657463074
1,1,273,0.7022258043289185
1,1,274,0.6863604784011841
1,1,275,0.678450882434845
1,1,276,0.6758624315261841
1,1,277,0.7346425652503967
1,1,278,0.6811511516571045
1,1,279,0.6887422800064087
1,1,280,0.736388623714447
