round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,3.360100833699107,10725139,85044648,90.6212068349123,10725139
1,1,0.034664418548345566,10725139,85044648,90.6212068349123,10725139
1,2,0.03485020063817501,10725139,85044648,90.6212068349123,10725139
1,3,0.032624151557683945,10725139,85044648,90.6212068349123,10725139
2,0,3.029007088392973,10725139,85044648,86.99805103242397,10725139
2,1,0.034711169078946114,10725139,85044648,86.99805103242397,10725139
2,2,0.03591778501868248,10725139,85044648,86.99805103242397,10725139
2,3,0.03617400862276554,10725139,85044648,86.99805103242397,10725139
3,0,2.8772813491523266,10725139,85044648,87.52248622663319,10725139
3,1,0.03435792587697506,10725139,85044648,87.52248622663319,10725139
3,2,0.03524869121611118,10725139,85044648,87.52248622663319,10725139
3,3,0.03274213708937168,10725139,85044648,87.52248622663319,10725139
