round,client_id,steps,mean_loss,token_weighted_mean_loss,min_loss,max_loss,final_loss,final_moving_avg_loss,perplexity,supervised_tokens,mean_step_time,train_time
1,0,300,0.7322849811116854,0.7322849811116854,0.4960775673389435,2.7853097915649414,0.752051830291748,0.6958250552415848,2.079827548938076,2400,0.6292152175803979,188.94307128340006
1,1,300,0.7342929104963939,0.7342929104963939,0.5757544636726379,2.861363410949707,0.662014365196228,0.6927648097276687,2.0840078913003306,2400,0.6316442661608259,189.68140644207597
1,2,300,0.7340846801797549,0.7340846801797549,0.49298110604286194,2.8241982460021973,0.6511547565460205,0.6934750378131866,2.083573982855261,2400,0.6313190695395072,189.57813135534525
1,3,300,0.7345960744222005,0.7345960744222005,0.5888057947158813,2.7967958450317383,0.6551697850227356,0.7019061028957367,2.0846397830926278,2400,0.6329324560488264,190.06590344011784
2,0,300,0.7020207516352336,0.7020207516352336,0.5351947546005249,1.0949649810791016,0.6648596525192261,0.6970755189657212,2.017826115834234,2400,0.6323051165789366,189.87824917957187
2,1,300,0.7005849796533584,0.7005849796533584,0.5205787420272827,0.851875364780426,0.6733758449554443,0.7099772155284881,2.014931056452729,2400,0.6344925751040379,190.55044998973608
2,2,300,0.6988628741105397,0.6988628741105397,0.5269837379455566,0.8563396334648132,0.719940185546875,0.6986567556858063,2.011464118585283,2400,0.6332230517516534,190.16255521774292
2,3,300,0.7013415185610453,0.7013415185610453,0.5623259544372559,0.9028980135917664,0.7350298762321472,0.6897225379943848,2.016456006962705,2400,0.6318959375470876,189.8040024191141
3,0,300,0.7020462228854497,0.7020462228854497,0.5149680972099304,0.9527685046195984,0.7165921926498413,0.6922829359769821,2.017877513042696,2400,0.6318512847026189,189.75435739010572
3,1,300,0.698272574742635,0.698272574742635,0.543889045715332,0.8684391975402832,0.694654107093811,0.6854202389717102,2.010277102969271,2400,0.6331436882168054,190.12908867001534
3,2,300,0.6979991974433263,0.6979991974433263,0.5611401796340942,0.9131824374198914,0.6504128575325012,0.7042721033096313,2.0097276139563327,2400,0.6329665840789676,190.09605262055993
3,3,300,0.6992521474758784,0.6992521474758784,0.5870506763458252,1.1437962055206299,0.7060762643814087,0.6902730166912079,2.012247280414113,2400,0.6320398518443108,189.8042969852686
