round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,48.43033651635051,10725139,2342763660,139.05639615654945,10725139
1,1,48.373769111931324,10725139,2342751789,139.05639615654945,10725139
1,2,48.52685111016035,10725139,2342770700,139.05639615654945,10725139
1,3,48.400683630257845,10725139,2342734869,139.05639615654945,10725139
2,0,49.248015481978655,10725139,2342740367,140.88360860571265,10725139
2,1,48.90807021781802,10725139,2342747363,140.88360860571265,10725139
2,2,49.05467123165727,10725139,2342752243,140.88360860571265,10725139
2,3,48.89868438988924,10725139,2342768471,140.88360860571265,10725139
3,0,49.202063381671906,10725139,2342762122,137.99335714429617,10725139
3,1,49.23145395517349,10725139,2342728738,137.99335714429617,10725139
3,2,48.08074251189828,10725139,2342755947,137.99335714429617,10725139
3,3,47.91890621557832,10725141,2342749969,137.99335714429617,10725139
