round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,1669.605670582503,10725139,98528391727,11279.752918157727,10725139
1,1,1669.5051500722766,10725139,98528525641,11279.752918157727,10725139
1,2,1669.269978530705,10725139,98528383739,11279.752918157727,10725139
1,3,1670.3664177581668,10725139,98528410760,11279.752918157727,10725139
2,0,1673.904982265085,10725139,98528415852,11302.468319311738,10725139
2,1,1673.0469376556575,10725139,98528386176,11302.468319311738,10725139
2,2,1673.179701898247,10725139,98528233259,11302.468319311738,10725139
2,3,1674.1976017467678,10725139,98528431720,11302.468319311738,10725139
3,0,1675.6895221546292,10725139,98528446248,11308.920966792852,10725139
3,1,1674.4734109416604,10725139,98528348555,11308.920966792852,10725139
3,2,1674.7997739054263,10725139,98528430155,11308.920966792852,10725139
3,3,1675.5529080070555,10725139,98528288406,11308.920966792852,10725139
