round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,290.4995585139841,16871333,32585806755,321.5744944792241,16871331
1,1,288.4840314220637,16871331,32585928056,321.5744944792241,16871331
1,2,287.3557071201503,16871331,32585884399,321.5744944792241,16871331
1,3,286.5370642784983,16871331,32585813567,321.5744944792241,16871331
2,0,290.3379302583635,16871331,32585933210,297.18331003934145,16871333
2,1,288.05424157343805,16871333,32585852952,297.18331003934145,16871333
2,2,289.70449776016176,16871331,32585851827,297.18331003934145,16871333
2,3,289.0205059181899,16871333,32585925210,297.18331003934145,16871333
3,0,292.8397965207696,16871333,32585828307,301.31243389844894,16871331
3,1,287.52303753979504,16871333,32585834952,301.31243389844894,16871331
3,2,288.3642004728317,16871333,32585874992,301.31243389844894,16871331
3,3,288.56279669702053,16871331,32585861417,301.31243389844894,16871331
