round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,3014.5865442454815,10725139,193717750529,1183.3182693123817,10725139
1,1,3012.9422638602555,10725139,193717592769,1183.3182693123817,10725139
1,2,3011.0413550958037,10725139,193718082313,1183.3182693123817,10725139
1,3,3011.234699204564,10725139,193717952912,1183.3182693123817,10725139
2,0,3015.634958792478,10725139,193717821194,1177.6992491744459,10725139
2,1,3015.083580739796,10725139,193717910433,1177.6992491744459,10725139
2,2,3012.426148623228,10725139,193717914467,1177.6992491744459,10725139
2,3,3014.5994734838605,10725139,193717853916,1177.6992491744459,10725139
3,0,3013.7615127526224,10725139,193717977713,1173.4797751046717,10725139
3,1,3013.7993936277926,10725139,193717742390,1173.4797751046717,10725139
3,2,3012.386457223445,10725139,193717922295,1173.4797751046717,10725139
3,3,3012.9300269186497,10725139,193717734502,1173.4797751046717,10725139
