round,client_id,encrypt_time,plaintext_size,ciphertext_size,aggregate_time,broadcast_size
1,0,39.16975505836308,16871331,2217191310,186.87295031361282,16871331
1,1,36.493759140372276,16871331,2217236988,186.87295031361282,16871331
1,2,36.17686151340604,16871331,2217174847,186.87295031361282,16871331
1,3,36.382189301773906,16871335,2217207939,186.87295031361282,16871331
2,0,39.52568821422756,16871333,2217206962,180.96551865525544,16871331
2,1,36.28352299332619,16871331,2217181384,180.96551865525544,16871331
2,2,36.250354647636414,16871331,2217192539,180.96551865525544,16871331
2,3,36.03711288794875,16871333,2217194531,180.96551865525544,16871331
3,0,39.00950478948653,16871333,2217197959,185.55378546006978,16871331
3,1,36.389947306364775,16871333,2217209691,185.55378546006978,16871331
3,2,35.851560866460204,16871331,2217174839,185.55378546006978,16871331
3,3,36.14606754668057,16871331,2217185660,185.55378546006978,16871331
